Galaxy Name	Radius	Total Mass Density	Visible Mass Density	Dark Matter Density
UGC06628	0.550000, 1.650000, 2.750000, 3.845000, 4.945000, 6.045000, 7.140000	32227517.593435, 13770819.088431, 6461072.764105, 4974347.110266, 3525072.123841, 2897706.163694, 2339234.315433	38042967.598297, 12270242.697805, 8512437.582050, 6726234.556286, 5184679.285126, 5158278.860445, 4126760.526002	-5815450.004862, 1500576.390625, -2051364.817945, -1751887.446020, -1659607.161285, -2260572.696751, -1787526.210569
UGC06667	0.435000, 1.305000, 2.175000, 3.055000, 3.935000, 4.805000, 5.675000, 6.545000, 7.415000	50377015.222527, 34363517.575412, 23864445.485327, 24197212.990925, 19713312.669412, 17196413.038618, 15248268.279421, 12802328.957924, 11648478.460376	3409426.623540, 1956494.641899, 2428823.979695, 2843857.370290, 2171012.224453, 2762100.225216, 1959281.598039, 2464527.145028, 1536987.870540	46967588.598987, 32407022.933513, 21435621.505631, 21353355.620634, 17542300.444960, 14434312.813402, 13288986.681382, 10337801.812897, 10111490.589836
UGC06786	0.080000, 0.240000, 0.405000, 0.570000, 0.975000, 1.380000, 1.540000, 2.670000, 3.805000, 3.970000, 4.135000, 4.240000, 4.320000, 4.460000, 4.625000, 4.785000, 4.940000, 5.100000, 5.265000, 5.430000, 5.595000, 5.760000, 5.920000, 6.075000, 6.315000, 6.560000, 6.725000, 6.955000, 7.115000, 7.825000, 9.590000, 11.325000, 12.045000, 12.215000, 12.555000, 13.855000, 16.005000, 18.155000, 20.250000, 22.345000, 24.495000, 26.645000, 28.795000, 30.945000, 33.035000	53889935584.163208, 11144270272.756248, 6315054017.668360, 3815194318.423002, 895595994.979127, 997906241.485355, 1792593138.792175, 136884803.507750, 340935076.217463, 927242049.610451, 345506532.755017, 3296120278.273771, 505712779.792463, 806594237.384930, 359458408.800603, 794312456.378816, 368801821.968045, 697078084.858513, 344638744.859762, 643617222.010302, 340544983.928943, 597715801.781382, 355953242.779770, 596510899.949643, 173242106.400966, 499614620.158652, 322623227.223816, 263175996.942601, 1650529250.082075, 57430995.798559, 24254040.471197, 37493736.748699, 306783974.242552, 192835271.254231, 76418338.766192, 20603768.467417, 12963354.098283, 14790032.161086, 10982575.732017, 11619703.971816, 8183547.042457, 8577994.369971, 6561279.439839, 7712164.618145, 5120314.854790	30196201074.794632, 16232041585.493607, 7340452777.696441, 5856669028.704614, 1138174113.018685, 1370059660.981909, 2206441843.586517, 107147330.672925, 392302024.490463, 717725700.767040, 383837375.304389, 2570117867.260057, 550950179.985430, 635421487.858390, 397450341.136335, 644787915.531793, 420798314.560476, 574727610.733908, 385625910.882085, 537694778.414261, 365811885.410928, 498739571.431030, 365918101.460943, 496447938.928802, 172772273.537220, 413195202.057742, 307889948.556631, 212996552.463685, 1566261274.489643, 37126293.716665, 13778609.588449, 19922954.360684, 171804596.699681, 100242853.493337, 39716729.695257, 8968434.071204, 5330144.274574, 5291147.890709, 3458337.451855, 3532179.047285, 2206388.818587, 2423211.135526, 1568066.005705, 1777658.299801, 1253400.300162	23693734509.368576, -5087771312.737358, -1025398760.028081, -2041474710.281611, -242578118.039558, -372153419.496554, -413848704.794343, 29737472.834825, -51366948.273000, 209516348.843411, -38330842.549371, 726002411.013714, -45237400.192967, 171172749.526540, -37991932.335733, 149524540.847022, -51996492.592432, 122350474.124605, -40987166.022323, 105922443.596040, -25266901.481985, 98976230.350351, -9964858.681174, 100062961.020841, 469832.863746, 86419418.100910, 14733278.667185, 50179444.478916, 84267975.592432, 20304702.081893, 10475430.882748, 17570782.388015, 134979377.542871, 92592417.760894, 36701609.070935, 11635334.396213, 7633209.823709, 9498884.270377, 7524238.280162, 8087524.924532, 5977158.223870, 6154783.234444, 4993213.434134, 5934506.318343, 3866914.554628
UGC06787	0.060000, 0.180000, 0.295000, 0.410000, 0.530000, 0.650000, 0.770000, 0.885000, 1.000000, 1.120000, 1.240000, 1.360000, 1.475000, 1.595000, 1.775000, 1.950000, 2.070000, 2.185000, 2.670000, 3.445000, 3.845000, 4.020000, 4.195000, 4.310000, 4.430000, 4.550000, 4.665000, 4.940000, 5.295000, 5.495000, 5.615000, 5.730000, 5.850000, 5.970000, 6.115000, 6.350000, 6.675000, 6.915000, 7.035000, 7.150000, 7.215000, 7.275000, 7.390000, 7.505000, 7.910000, 8.620000, 9.035000, 9.195000, 9.810000, 10.850000, 11.890000, 12.905000, 13.920000, 14.935000, 16.005000, 17.075000, 18.090000, 19.105000, 20.115000, 21.130000, 22.205000, 23.275000, 24.285000, 25.300000, 26.315000, 27.330000, 28.625000, 30.200000, 31.780000, 33.300000, 35.610000	67197755788.141296, 36660125623.782150, 25966004086.695000, 18368909932.713577, 12825163652.821209, 9883280355.151880, 7748899339.281672, 7032399521.079204, 5664239926.982244, 4993449471.513103, 4408862864.429284, 3920144864.358299, 3769377001.962558, 2637631961.144720, 1229342704.169447, 1874185821.003135, 1775493923.198217, 1736909413.610080, 320582786.327221, 220220195.902102, 1286615569.797901, 537340110.027981, 1138223615.535124, 989454977.698099, 987017984.655620, 936566083.411815, 1000620621.800305, 253465084.831159, 345703476.363368, 714457197.814644, 785653091.008916, 741518958.732447, 679956120.034628, 710226528.194029, 465112412.845539, 279529472.870037, 218831099.369608, 574292709.264876, 647188765.616632, 611484986.281114, 6906156427.981960, 663575780.273398, 576938506.456693, 652243215.662306, 114340590.038970, 97753004.123545, 581216598.390689, 313074416.705686, 64195621.768683, 49360888.426994, 44721204.119181, 36720340.868318, 33938207.283700, 29787838.839749, 26566158.780247, 27676386.152003, 27604090.336048, 27314553.088791, 27121869.327788, 26055071.157510, 22760090.933141, 24445562.668329, 23890069.067015, 22580600.074667, 22312954.508805, 20866071.137470, 12895585.902849, 11860137.731746, 12016942.833211, 12128828.053447, 5935761.563920	120211975802.469574, 65928169906.191650, 35018723694.080841, 26502144723.423195, 17234409762.163334, 15114522260.766968, 11103983023.457123, 10961849713.282478, 8313119085.188715, 7674188049.758445, 6508714263.654511, 6102741906.783874, 5727636183.315886, 4687844023.289944, 2322499285.376595, 3717644375.177809, 3539035000.211565, 3448074362.681960, 407773024.091234, 264612712.418194, 1579358223.296047, 589276849.463287, 1351911836.368692, 1049736553.250328, 1134868216.804039, 964465618.702928, 1138545882.052506, 244825856.000692, 380810534.734697, 689951588.779052, 849958346.823826, 704729468.642995, 731113006.537757, 662809166.602101, 485375758.284157, 245966765.719004, 208895325.339542, 489388934.580813, 609435639.054183, 506967569.182320, 6385743736.434338, 545199049.048987, 517658038.360374, 521668540.065221, 82828601.149378, 63003924.243444, 406337619.533966, 191750427.448695, 38091754.828059, 28626202.455293, 26881655.046488, 22255382.325945, 20304239.505165, 17088165.112269, 14246398.175290, 13421785.795882, 12585710.809522, 10828735.531492, 10443126.808111, 8990278.458592, 7915427.567895, 7729551.424287, 7567241.405064, 6547218.422750, 6491897.991798, 5662947.354221, 3543737.661740, 2957657.636776, 2831767.402141, 2640728.533708, 1102137.164793	-53014220014.328278, -29268044282.409500, -9052719607.385841, -8133234790.709618, -4409246109.342125, -5231241905.615088, -3355083684.175450, -3929450192.203275, -2648879158.206470, -2680738578.245341, -2099851399.225227, -2182597042.425574, -1958259181.353329, -2050212062.145224, -1093156581.207149, -1843458554.174675, -1763541077.013348, -1711164949.071880, -87190237.764014, -44392516.516092, -292742653.498147, -51936739.435305, -213688220.833568, -60281575.552229, -147850232.148419, -27899535.291112, -137925260.252201, 8639228.830467, -35107058.371329, 24505609.035591, -64305255.814910, 36789490.089451, -51156886.503129, 47417361.591927, -20263345.438618, 33562707.151033, 9935774.030066, 84903774.684063, 37753126.562450, 104517417.098793, 520412691.547623, 118376731.224412, 59280468.096319, 130574675.597085, 31511988.889592, 34749079.880101, 174878978.856723, 121323989.256990, 26103866.940623, 20734685.971701, 17839549.072692, 14464958.542372, 13633967.778534, 12699673.727480, 12319760.604957, 14254600.356120, 15018379.526526, 16485817.557299, 16678742.519677, 17064792.698918, 14844663.365246, 16716011.244042, 16322827.661951, 16033381.651918, 15821056.517007, 15203123.783249, 9351848.241109, 8902480.094971, 9185175.431071, 9488099.519739, 4833624.399127
UGC06818	0.435000, 1.305000, 2.175000, 3.055000, 3.935000, 4.805000, 5.675000, 6.545000	38985299.416653, 10379073.640131, 11317632.180387, 11386724.064745, 16212152.070127, 12803789.968188, 8944925.601796, 11867382.314583	54306480.792427, 23076932.049664, 10820970.608715, 8337638.134169, 5267628.454151, 5068825.073099, 3206584.730258, 3113605.493974	-15321181.375775, -12697858.409534, 496661.571671, 3049085.930576, 10944523.615976, 7734964.895089, 5738340.871538, 8753776.820609
UGC06917	0.870000, 2.175000, 3.055000, 3.935000, 4.805000, 5.675000, 6.545000, 7.415000, 8.285000, 9.160000, 10.035000	62381035.752967, 30724057.092432, 38347670.240479, 27020262.259564, 26280214.760078, 20240835.464234, 19044641.082616, 16395931.283407, 15755767.060628, 15493237.630516, 13373988.766533	56318907.487537, 15539047.191107, 21191487.668869, 11712754.356697, 12999881.207886, 8546632.668351, 9495147.428243, 6505871.184371, 7064018.279561, 5383432.104152, 6149520.517432	6062128.265430, 15185009.901325, 17156182.571611, 15307507.902867, 13280333.552192, 11694202.795883, 9549493.654372, 9890060.099037, 8691748.781067, 10109805.526364, 7224468.249101
UGC06923	0.465000, 1.435000, 2.405000, 3.295000, 4.095000, 4.815000	102200216.027198, 34096211.323800, 36887129.362272, 22613043.117326, 23398452.690369, 19629116.300634	165125217.708297, 32892651.443731, 21253880.733479, 14464551.444910, 12858984.057630, 10942498.170823	-62925001.681099, 1203559.880069, 15633248.628793, 8148491.672415, 10539468.632738, 8686618.129811
UGC06930	0.870000, 2.620000, 4.370000, 6.110000, 7.850000, 9.595000, 11.330000, 13.065000, 14.810000, 16.145000	53257873.352497, 29117841.703294, 13757023.443819, 11595131.971251, 8392080.318641, 7735712.100279, 6110899.197233, 5244395.601540, 4492250.234723, 7273860.581668	49284556.796566, 11259311.364200, 7679619.108022, 5462413.848355, 4507550.414248, 3630972.393555, 3001412.058969, 2278717.012157, 1597379.779911, 2738740.007949	3973316.555931, 17858530.339094, 6077404.335797, 6132718.122895, 3884529.904393, 4104739.706723, 3109487.138264, 2965678.589384, 2894870.454811, 4535120.573719
UGC06973	0.870000, 2.175000, 3.055000, 3.935000, 4.845000, 5.800000, 6.545000, 7.070000, 7.590000	514407166.859003, 123764996.590924, 155505440.052065, 71551457.613349, 81647313.527339, 49086198.263866, 98769594.516951, 74151027.406122, 88113375.417338	2272133469.250727, 84556349.845163, 503504259.027981, 23121673.365423, 191353449.090772, 10064461.409604, 187118690.995998, 10922667.846207, 141013190.320636	-1757726302.391724, 39208646.745762, -347998818.975916, 48429784.247926, -109706135.563433, 39021736.854262, -88349096.479047, 63228359.559915, -52899814.903298
UGC06983	0.870000, 2.175000, 3.055000, 3.935000, 4.805000, 5.675000, 6.545000, 7.415000, 8.285000, 9.160000, 10.035000, 10.910000, 11.770000, 12.655000, 13.530000, 14.400000, 15.270000	57628020.328525, 61609172.061620, 33037152.389161, 30304509.458091, 24714853.203211, 21129679.081345, 19058030.776908, 18858904.438141, 15457013.437594, 15734899.893248, 14131425.757817, 11718922.210567, 11389550.149405, 9893321.148446, 9634021.637377, 8734839.512941, 8781992.197777	58911206.336322, 20055208.983387, 18059737.202833, 9478362.595443, 10449058.831856, 6347745.967724, 7677877.592732, 5713309.181034, 5540373.468351, 4337801.867458, 4737701.296130, 3665021.353163, 3900621.289801, 2863922.997065, 3092753.062448, 2275344.423754, 2451868.456542	-1283186.007796, 41553963.078233, 14977415.186328, 20826146.862648, 14265794.371355, 14781933.113621, 11380153.184176, 13145595.257107, 9916639.969243, 11397098.025790, 9393724.461688, 8053900.857404, 7488928.859604, 7029398.151381, 6541268.574930, 6459495.089187, 6330123.741235
UGC07089	0.435000, 1.305000, 2.175000, 3.055000, 3.935000, 4.805000, 5.675000, 6.330000, 6.765000, 7.415000, 8.285000, 8.940000	31100096.132274, 22509928.720659, 12881519.902236, 13280290.083168, 12471280.084950, 11067052.975636, 10084603.524306, 19303550.001733, 14182593.344751, 10163824.620911, 7637417.700378, 16290987.264180	27578639.103606, 19673272.482251, 14552182.101389, 10626527.374403, 9204276.980593, 7414768.650703, 6130434.407992, 9779896.852943, 9876752.844876, 4471362.801617, 3842375.632194, 6415580.327623	3521457.028668, 2836656.238408, -1670662.199153, 2653762.708766, 3267003.104357, 3652284.324932, 3954169.116313, 9523653.148790, 4305840.499875, 5692461.819294, 3795042.068184, 9875406.936557
UGC07125	0.720000, 2.160000, 3.605000, 5.045000, 6.480000, 7.920000, 9.360000, 10.775000, 12.235000, 13.710000, 15.130000, 16.550000, 17.970000	17703685.869641, 11200301.667972, 5493941.057439, 4919767.379056, 3807155.589600, 3312089.844551, 3044623.437771, 2939127.714751, 2310883.683049, 2163436.394436, 1975975.233656, 1724639.164222, 1617668.813087	21915773.236942, 9096226.619845, 4059586.866305, 3155476.808859, 1779077.729889, 1963946.450148, 1415094.925685, 1553518.256497, 1454236.018109, 1172896.945771, 1044991.644218, 942055.819859, 569543.495887	-4212087.367301, 2104075.048128, 1434354.191134, 1764290.570197, 2028077.859711, 1348143.394403, 1629528.512086, 1385609.458255, 856647.664939, 990539.448665, 930983.589438, 782583.344363, 1048125.317199
UGC07151	0.250000, 0.750000, 1.250000, 1.750000, 2.245000, 2.745000, 3.245000, 3.745000, 4.245000, 4.750000, 5.255000	126240407.502037, 90607766.208811, 86708565.997431, 50628108.866881, 47102342.151784, 32842432.838849, 32752502.935800, 27354835.644504, 25790624.736696, 22550665.960623, 22806453.981089	132527034.939492, 77158495.017595, 44327355.980422, 35850351.306414, 25314192.584019, 21344320.896644, 15537764.956866, 16172810.390264, 12814085.521618, 13222215.393169, 11074231.292970	-6286627.437455, 13449271.191216, 42381210.017009, 14777757.560467, 21788149.567765, 11498111.942205, 17214737.978935, 11182025.254241, 12976539.215077, 9328450.567454, 11732222.688120
UGC07232	0.105000, 0.310000, 0.515000, 0.720000	328667507.363187, 203201730.490960, 172811583.620242, 179772101.304039	309857842.454507, 202702101.415868, 78995127.053999, 63625819.529925	18809664.908680, 499629.075092, 93816456.566243, 116146281.774114
UGC07261	0.475000, 1.425000, 2.380000, 3.335000, 4.285000, 5.240000, 6.195000	130783260.403166, 49029903.625363, 23797568.420843, 18836443.708642, 14861388.580783, 11843654.375683, 10424471.573679	46838397.207483, 38136252.968432, 10858783.189967, 11115662.043882, 4380451.165610, 5246108.925241, 3153797.484773	83944863.195683, 10893650.656931, 12938785.230877, 7720781.664760, 10480937.415173, 6597545.450441, 7270674.088906
UGC07323	0.290000, 0.875000, 1.460000, 2.040000, 2.620000, 3.205000, 3.785000, 4.360000, 4.940000, 5.525000	91505559.170719, 41283665.214599, 30520966.440361, 29596013.089325, 25543961.504231, 30052742.894389, 28478941.228516, 26710218.676855, 24640444.954390, 23125344.884118	77580761.858739, 43966287.020646, 30129705.547117, 25499826.818858, 21622728.997854, 19931269.172121, 19093091.196990, 18709566.624074, 15638584.822691, 13978343.347206	13924797.311980, -2682621.806047, 391260.893244, 4096186.270467, 3921232.506377, 10121473.722268, 9385850.031526, 8000652.052781, 9001860.131699, 9147001.536912
UGC07399	0.305000, 0.915000, 1.530000, 2.145000, 2.760000, 3.375000, 3.990000, 4.605000, 5.215000, 5.825000	324018849.726129, 158792518.257965, 100226747.233277, 71466851.770876, 55198866.275582, 48234394.306502, 39353217.940221, 38039225.966546, 33668022.394070, 32730963.133788	148570613.125108, 44611963.972674, 19624105.396925, 15460772.174945, 10632949.107953, 8509586.612774, 6558428.734445, 5994467.756267, 5152951.226751, 4463198.864595	175448236.601020, 114180554.285291, 80602641.836352, 56006079.595931, 44565917.167629, 39724807.693728, 32794789.205776, 32044758.210278, 28515071.167319, 28267764.269193
UGC07524	0.175000, 0.520000, 0.860000, 1.205000, 1.550000, 1.895000, 2.240000, 2.585000, 2.930000, 3.275000, 3.620000, 3.965000, 4.310000, 4.650000, 4.995000, 5.340000, 5.685000, 6.030000, 6.375000, 6.720000, 7.070000, 7.415000, 7.760000, 8.105000, 8.450000, 8.800000, 9.135000, 9.480000, 9.825000, 10.170000, 10.520000	91221363.614139, 63811672.801981, 38078653.954309, 33475469.275471, 32939587.277953, 30607041.238062, 28946705.100455, 26834613.540540, 30615215.582694, 30342908.429486, 31992607.885702, 30283719.730682, 29762179.035455, 27116633.830313, 28371539.778277, 24736685.555259, 25561535.486110, 23689187.122844, 24573331.740804, 22567128.797787, 21990783.452418, 22791600.963814, 19926157.798246, 20697749.959400, 19419685.702629, 19811532.954567, 20170559.811295, 18191142.892117, 19677113.455847, 18226897.397060, 13810530.609167	105173181.990282, 26351345.532362, 20060589.835253, 12402764.541722, 12332446.607904, 11003330.888984, 10536519.874914, 11089438.375365, 10010782.644863, 10323488.341037, 9441908.133189, 10098037.448391, 9128284.215191, 9386721.706361, 8444577.094390, 8349603.441702, 7332362.586917, 7701177.237689, 7143366.115337, 7526891.665690, 6936983.655651, 7727471.005080, 7096912.462297, 7818702.777045, 7275838.819794, 7528125.322746, 7810035.908034, 7003162.638268, 7579134.944601, 6937351.043831, 6723132.090569	-13951818.376143, 37460327.269619, 18018064.119057, 21072704.733749, 20607140.670049, 19603710.349078, 18410185.225542, 15745175.165175, 20604432.937831, 20019420.088449, 22550699.752513, 20185682.282291, 20633894.820264, 17729912.123952, 19926962.683887, 16387082.113557, 18229172.899193, 15988009.885154, 17429965.625467, 15040237.132097, 15053799.796767, 15064129.958734, 12829245.335949, 12879047.182355, 12143846.882835, 12283407.631820, 12360523.903261, 11187980.253849, 12097978.511246, 11289546.353229, 7087398.518598
UGC07559	0.180000, 0.540000, 0.900000, 1.265000, 1.625000, 1.985000, 2.350000	36041430.908075, 24886309.286131, 20898897.383038, 19399437.651921, 18272954.846103, 14191001.389852, 13092700.908109	41071657.210148, 24658144.336199, 12944441.751474, 10674295.729597, 7786301.459732, 7080277.911334, 6437024.231808	-5030226.302074, 228164.949933, 7954455.631564, 8725141.922324, 10486653.386371, 7110723.478518, 6655676.676301
UGC07577	0.095000, 0.285000, 0.475000, 0.660000, 0.845000, 1.035000, 1.225000, 1.415000, 1.600000	20880633.323464, 9454175.624422, 9112018.924501, 8357663.200341, 9350317.120362, 9050522.983964, 10034804.355210, 10473971.410927, 12200899.287894	22453144.629402, 14484173.070601, 12815810.792655, 15379886.428444, 12200374.776483, 11598673.277833, 11168528.578030, 8867347.422252, 7422611.446826	-1572511.305938, -5029997.446179, -3703791.868154, -7022223.228104, -2850057.656122, -2548150.293869, -1133724.222820, 1606623.988675, 4778287.841069
UGC07603	0.170000, 0.510000, 0.850000, 1.195000, 1.540000, 1.880000, 2.220000, 2.565000, 2.910000, 3.250000, 3.590000, 3.935000	179086138.875538, 115101496.870406, 86818884.613552, 82240514.136614, 72135161.462013, 63392307.889389, 48100295.641187, 41812836.585909, 39143208.735529, 33254239.144039, 33873074.913468, 28372078.871061	190049197.829973, 82344034.681590, 45621071.621371, 31234255.699928, 26860413.112016, 18578288.572109, 14352386.573187, 9570404.135429, 8580691.209680, 6845772.286491, 6266774.616959, 4877370.988298	-10963058.954436, 32757462.188816, 41197812.992181, 51006258.436687, 45274748.349997, 44814019.317280, 33747909.068000, 32242432.450480, 30562517.525849, 26408466.857548, 27606300.296509, 23494707.882764
UGC07608	0.300000, 0.895000, 1.490000, 2.085000, 2.685000, 3.290000, 3.885000, 4.480000	31908829.636445, 38620541.556603, 33792412.334959, 24725416.529319, 23139687.030926, 21638653.418497, 20864615.503868, 18756465.516677	17139394.624012, 6730392.826769, 4991253.679575, 4772334.214140, 3422987.790806, 3618313.844032, 3423491.096567, 3491688.162578	14769435.012433, 31890148.729834, 28801158.655384, 19953082.315179, 19716699.240120, 18020339.574466, 17441124.407301, 15264777.354099
UGC07690	0.295000, 0.885000, 1.475000, 2.065000, 2.655000, 3.245000, 3.835000	317687440.140493, 112791124.299207, 48508845.567911, 32955132.638403, 22551159.357622, 17930744.707191, 13815757.398998	326955270.567764, 64950449.540205, 32120757.189645, 19236504.494009, 12370912.713350, 8792595.066094, 6262459.541806	-9267830.427271, 47840674.759002, 16388088.378265, 13718628.144394, 10180246.644272, 9138149.641097, 7553297.857192
UGC07866	0.165000, 0.495000, 0.830000, 1.165000, 1.500000, 1.835000, 2.160000	73654527.202450, 42690613.013990, 28130736.368980, 21002013.917382, 18726129.853330, 17280373.920122, 17654335.249539	46262456.042138, 19774312.025139, 17562780.787931, 11126525.064169, 9729519.719939, 7864477.856564, 7319563.911699	27392071.160312, 22916300.988851, 10567955.581049, 9875488.853213, 8996610.133390, 9415896.063558, 10334771.337840
UGC08286	0.235000, 0.710000, 1.185000, 1.660000, 2.135000, 2.605000, 3.070000, 3.540000, 4.015000, 4.490000, 4.965000, 5.435000, 5.910000, 6.385000, 6.860000, 7.335000, 7.805000	120231398.158891, 111401597.055559, 96404023.701368, 75736116.438808, 57136375.431730, 49633126.808056, 41869865.032919, 36985773.447291, 33917878.085486, 31419319.729714, 27395327.816027, 26553440.795132, 23269705.602477, 22578864.223847, 20196941.333216, 19707715.465072, 18429899.492098	67166547.007227, 31223958.776742, 22642435.255085, 21307766.731998, 18745720.184602, 14141215.269398, 14053046.598801, 10735173.445293, 10865386.020134, 8606365.725846, 7210168.079178, 6314825.719746, 4830922.431622, 4825000.616537, 4674383.343002, 3716115.826327, 4002809.148475	53064851.151663, 80177638.278817, 73761588.446283, 54428349.706809, 38390655.247128, 35491911.538658, 27816818.434118, 26250600.001998, 23052492.065352, 22812954.003868, 20185159.736849, 20238615.075387, 18438783.170855, 17753863.607310, 15522557.990214, 15991599.638744, 14427090.343623
UGC08490	0.170000, 0.510000, 0.850000, 1.190000, 1.525000, 1.860000, 2.200000, 2.535000, 2.875000, 3.215000, 3.550000, 3.890000, 4.225000, 4.565000, 4.910000, 5.245000, 5.580000, 5.920000, 6.255000, 6.595000, 6.940000, 7.275000, 7.610000, 7.950000, 8.290000, 8.630000, 8.965000, 9.300000, 9.620000, 9.960000	701799867.005386, 234058934.509872, 180521469.977192, 141710170.038350, 119668371.655406, 97126206.735983, 82016957.964106, 73847087.607656, 62416738.142955, 55800538.607799, 52339059.233374, 45265186.740008, 44389761.888354, 37338573.896546, 35873416.437334, 33551764.224636, 33807515.063820, 28851263.040451, 30667140.963483, 25233548.340933, 26198492.893862, 24155960.960241, 23424945.769419, 21429630.837245, 20671325.833682, 18803201.822825, 18896714.172666, 17787639.373595, 18246830.829292, 15683845.230964	362482074.070068, 162956172.567809, 93557435.359122, 67283369.904582, 48513290.052545, 38281739.010725, 29350435.865160, 25717113.450723, 19370052.869048, 18184639.975574, 15580304.420120, 13939533.407617, 11663335.800523, 9978086.243473, 8190086.439538, 7466188.352518, 6663654.036866, 6124973.862649, 5567240.589999, 4973673.343749, 4488461.298630, 4863845.539172, 3956605.954069, 3729678.862732, 3522010.890510, 3364146.617129, 3052120.727249, 2846830.834252, 3005354.564967, 2367683.174750	339317792.935318, 71102761.942063, 86964034.618070, 74426800.133767, 71155081.602861, 58844467.725258, 52666522.098946, 48129974.156933, 43046685.273907, 37615898.632225, 36758754.813254, 31325653.332390, 32726426.087832, 27360487.653073, 27683329.997795, 26085575.872118, 27143861.026955, 22726289.177802, 25099900.373484, 20259874.997184, 21710031.595232, 19292115.421069, 19468339.815349, 17699951.974513, 17149314.943172, 15439055.205696, 15844593.445416, 14940808.539344, 15241476.264325, 13316162.056213
UGC08550	0.245000, 0.730000, 1.220000, 1.710000, 2.195000, 2.680000, 3.165000, 3.650000, 4.140000, 4.635000, 5.120000	140279923.948780, 98003006.817125, 46206242.701377, 35336814.432063, 25905765.285453, 22635527.408868, 19340292.261530, 18274134.163315, 17065682.153278, 13418875.095588, 14052249.313893	67796277.228993, 37945542.771259, 19568454.897732, 12791526.243610, 6736810.853285, 5013964.982305, 3797690.955295, 3333694.900182, 3388835.457423, 3234895.850314, 2861111.629167	72483646.719787, 60057464.045866, 26637787.803645, 22545288.188453, 19168954.432167, 17621562.426563, 15542601.306235, 14940439.263133, 13676846.695855, 10183979.245273, 11191137.684726
UGC08699	0.110000, 0.325000, 0.540000, 0.760000, 0.975000, 1.195000, 1.415000, 1.625000, 1.845000, 2.065000, 2.280000, 2.495000, 2.715000, 2.935000, 4.455000, 5.975000, 6.190000, 6.410000, 6.630000, 6.845000, 7.055000, 7.275000, 7.495000, 7.710000, 7.925000, 8.145000, 8.365000, 8.575000, 8.795000, 9.220000, 9.655000, 9.885000, 10.100000, 10.835000, 12.425000, 14.300000, 16.170000, 18.095000, 20.025000, 21.955000, 24.310000	25724650242.489815, 5407377133.357463, 3843829092.692890, 2362929038.786664, 2172325283.027173, 1507158066.992705, 1466089728.079653, 1171383081.985381, 1002830254.863218, 862537563.190703, 765577738.903558, 660131080.303387, 561454890.761012, 495300562.603533, 37050109.490689, 144053393.977991, 278301623.895047, 141780236.132845, 264112247.735185, 151486203.223250, 264962169.602698, 137667312.700507, 249722809.106298, 142337997.970001, 237205806.373138, 134989162.853155, 221885932.453611, 145720420.670095, 191472383.621863, 48927067.887257, 152909276.561436, 128878631.119738, 164880766.467768, 21227101.346862, 14794881.921588, 10600026.741191, 11320779.616594, 8542103.056098, 8972321.933498, 7184914.718369, 5333474.409011	28582038704.799847, 14413211857.122032, 6957609812.269425, 4535225813.533662, 3130123100.467666, 2253565557.372406, 1767554493.245557, 1528367740.002973, 1107362292.629458, 1081755306.598234, 862311017.409013, 818581023.634822, 628309746.344950, 619347741.558644, 28897368.796686, 161072644.780297, 210191698.302740, 144439447.270676, 193340873.898809, 142221818.801326, 188502866.013494, 124802457.367780, 177722210.128540, 126789028.792312, 169467449.778096, 118861349.631414, 161717596.637807, 125929618.826291, 140550313.148540, 40509107.550754, 109103464.074274, 105014431.395017, 113486144.579881, 14403717.643654, 8426680.740309, 5751139.935824, 5023812.268494, 3412923.433633, 3290507.391443, 2334941.239579, 1517651.533825	-2857388462.310032, -9005834723.764568, -3113780719.576535, -2172296774.746998, -957797817.440493, -746407490.379701, -301464765.165904, -356984658.017592, -104532037.766240, -219217743.407531, -96733278.505455, -158449943.331435, -66854855.583937, -124047178.955111, 8152740.694003, -17019250.802306, 68109925.592308, -2659211.137831, 70771373.836376, 9264384.421924, 76459303.589204, 12864855.332727, 72000598.977758, 15548969.177690, 67738356.595042, 16127813.221741, 60168335.815803, 19790801.843804, 50922070.473324, 8417960.336503, 43805812.487162, 23864199.724721, 51394621.887887, 6823383.703208, 6368201.181278, 4848886.805367, 6296967.348100, 5129179.622465, 5681814.542055, 4849973.478790, 3815822.875187
UGC08837	0.260000, 0.785000, 1.310000, 1.830000, 2.360000, 2.890000, 3.415000, 3.940000	10649659.714752, 10387348.735965, 9861733.593805, 11823716.935716, 12626508.985298, 15266717.529982, 12443485.217929, 11969346.969472	27639518.182284, 12671134.873036, 8704574.712322, 11061524.509502, 8375831.926603, 8062075.346295, 6374073.107759, 6249291.934223	-16989858.467532, -2283786.137071, 1157158.881483, 762192.426214, 4250677.058695, 7204642.183688, 6069412.110171, 5720055.035249
